sample_id,band_id,observation_time,start_frequency_mhz,end_frequency_mhz,bandwidth_mhz,hour_of_day,day_of_week,region,state,district,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,target_available,target_occupancy_ratio,label_source,data_type,created_at
9100,B007,"2026-01-10 03:00:00",1710.000,2025.000,20.000,3,6,Ahmedabad,Gujarat,NULL,-86.414,-101.285,14.871,0.26074,0.27071,0,0.26074,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9101,B007,"2026-01-04 04:00:00",1710.000,2025.000,20.000,4,0,Ahmedabad,Gujarat,NULL,-85.107,-104.640,19.533,0.34216,0.26587,0,0.34216,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9102,B007,"2026-01-05 04:00:00",1710.000,2025.000,20.000,4,1,Ahmedabad,Gujarat,NULL,-75.785,-103.817,28.032,0.40823,0.33756,0,0.40823,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9103,B007,"2026-01-06 04:00:00",1710.000,2025.000,20.000,4,2,Ahmedabad,Gujarat,NULL,-86.283,-104.617,18.333,0.45594,0.36278,0,0.45594,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9104,B007,"2026-01-07 04:00:00",1710.000,2025.000,20.000,4,3,Ahmedabad,Gujarat,NULL,-84.034,-103.175,19.141,0.28670,0.17410,0,0.28670,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9105,B007,"2026-01-08 04:00:00",1710.000,2025.000,20.000,4,4,Ahmedabad,Gujarat,NULL,-79.029,-101.598,22.569,0.46776,0.41035,0,0.46776,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9106,B007,"2026-01-09 04:00:00",1710.000,2025.000,20.000,4,5,Ahmedabad,Gujarat,NULL,-76.302,-101.224,24.923,0.45322,0.54716,0,0.45322,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9107,B007,"2026-01-10 04:00:00",1710.000,2025.000,20.000,4,6,Ahmedabad,Gujarat,NULL,-89.619,-104.928,15.309,0.29345,0.35375,0,0.29345,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9108,B007,"2026-01-04 05:00:00",1710.000,2025.000,20.000,5,0,Ahmedabad,Gujarat,NULL,-81.946,-100.011,18.066,0.35302,0.40106,0,0.35302,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9109,B007,"2026-01-05 05:00:00",1710.000,2025.000,20.000,5,1,Ahmedabad,Gujarat,NULL,-82.697,-104.081,21.384,0.27813,0.33369,0,0.27813,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9110,B007,"2026-01-06 05:00:00",1710.000,2025.000,20.000,5,2,Ahmedabad,Gujarat,NULL,-81.654,-100.808,19.154,0.28675,0.06689,0,0.28675,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9111,B007,"2026-01-07 05:00:00",1710.000,2025.000,20.000,5,3,Ahmedabad,Gujarat,NULL,-76.552,-101.737,25.185,0.46344,0.42185,0,0.46344,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9112,B007,"2026-01-08 05:00:00",1710.000,2025.000,20.000,5,4,Ahmedabad,Gujarat,NULL,-82.340,-103.106,20.766,0.45829,0.42308,0,0.45829,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9113,B007,"2026-01-09 05:00:00",1710.000,2025.000,20.000,5,5,Ahmedabad,Gujarat,NULL,-77.029,-100.711,23.681,0.36400,0.22288,0,0.36400,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9114,B007,"2026-01-10 05:00:00",1710.000,2025.000,20.000,5,6,Ahmedabad,Gujarat,NULL,-80.860,-95.421,14.561,0.28899,0.11908,0,0.28899,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9115,B007,"2026-01-04 06:00:00",1710.000,2025.000,20.000,6,0,Ahmedabad,Gujarat,NULL,-81.394,-100.198,18.804,0.28317,0.35263,0,0.28317,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9116,B007,"2026-01-05 06:00:00",1710.000,2025.000,20.000,6,1,Ahmedabad,Gujarat,NULL,-84.082,-102.500,18.418,0.24352,0.25547,1,0.24352,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9117,B007,"2026-01-06 06:00:00",1710.000,2025.000,20.000,6,2,Ahmedabad,Gujarat,NULL,-82.302,-101.106,18.804,0.29042,0.36827,0,0.29042,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9118,B007,"2026-01-07 06:00:00",1710.000,2025.000,20.000,6,3,Ahmedabad,Gujarat,NULL,-77.870,-100.417,22.546,0.40084,0.35148,0,0.40084,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9119,B007,"2026-01-08 06:00:00",1710.000,2025.000,20.000,6,4,Ahmedabad,Gujarat,NULL,-77.606,-102.781,25.175,0.43840,0.37449,0,0.43840,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9120,B007,"2026-01-09 06:00:00",1710.000,2025.000,20.000,6,5,Ahmedabad,Gujarat,NULL,-90.087,-105.367,15.280,0.29234,0.31082,0,0.29234,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9121,B007,"2026-01-10 06:00:00",1710.000,2025.000,20.000,6,6,Ahmedabad,Gujarat,NULL,-78.722,-104.512,25.791,0.44103,0.51121,0,0.44103,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9122,B007,"2026-01-04 07:00:00",1710.000,2025.000,20.000,7,0,Ahmedabad,Gujarat,NULL,-85.505,-105.059,19.554,0.39030,0.37651,0,0.39030,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9123,B007,"2026-01-05 07:00:00",1710.000,2025.000,20.000,7,1,Ahmedabad,Gujarat,NULL,-83.309,-102.291,18.983,0.37522,0.26057,0,0.37522,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9124,B007,"2026-01-06 07:00:00",1710.000,2025.000,20.000,7,2,Ahmedabad,Gujarat,NULL,-87.724,-103.125,15.401,0.33623,0.35545,0,0.33623,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9125,B007,"2026-01-07 07:00:00",1710.000,2025.000,20.000,7,3,Ahmedabad,Gujarat,NULL,-85.467,-104.765,19.298,0.30687,0.40651,0,0.30687,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9126,B007,"2026-01-08 07:00:00",1710.000,2025.000,20.000,7,4,Ahmedabad,Gujarat,NULL,-71.730,-102.711,30.981,0.44945,0.32198,0,0.44945,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9127,B007,"2026-01-09 07:00:00",1710.000,2025.000,20.000,7,5,Ahmedabad,Gujarat,NULL,-87.129,-103.630,16.501,0.27404,0.37792,0,0.27404,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9128,B007,"2026-01-10 07:00:00",1710.000,2025.000,20.000,7,6,Ahmedabad,Gujarat,NULL,-85.696,-106.527,20.831,0.48819,0.38015,0,0.48819,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9129,B007,"2026-01-04 08:00:00",1710.000,2025.000,20.000,8,0,Ahmedabad,Gujarat,NULL,-83.822,-104.472,20.651,0.34109,0.17719,0,0.34109,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9130,B007,"2026-01-05 08:00:00",1710.000,2025.000,20.000,8,1,Ahmedabad,Gujarat,NULL,-84.605,-104.773,20.168,0.37999,0.31811,0,0.37999,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9131,B007,"2026-01-06 08:00:00",1710.000,2025.000,20.000,8,2,Ahmedabad,Gujarat,NULL,-87.862,-104.381,16.518,0.38759,0.42620,0,0.38759,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9132,B007,"2026-01-07 08:00:00",1710.000,2025.000,20.000,8,3,Ahmedabad,Gujarat,NULL,-72.431,-94.451,22.020,0.38667,0.38573,0,0.38667,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9133,B007,"2026-01-08 08:00:00",1710.000,2025.000,20.000,8,4,Ahmedabad,Gujarat,NULL,-77.531,-104.470,26.939,0.38312,0.35661,0,0.38312,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9134,B007,"2026-01-09 08:00:00",1710.000,2025.000,20.000,8,5,Ahmedabad,Gujarat,NULL,-85.378,-100.993,15.614,0.31293,0.39841,0,0.31293,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9135,B007,"2026-01-10 08:00:00",1710.000,2025.000,20.000,8,6,Ahmedabad,Gujarat,NULL,-91.603,-107.195,15.592,0.31943,0.33221,0,0.31943,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9136,B007,"2026-01-04 09:00:00",1710.000,2025.000,20.000,9,0,Ahmedabad,Gujarat,NULL,-71.367,-101.564,30.197,0.68461,0.43275,0,0.68461,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9137,B007,"2026-01-05 09:00:00",1710.000,2025.000,20.000,9,1,Ahmedabad,Gujarat,NULL,-81.699,-103.319,21.620,0.47695,0.32226,0,0.47695,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9138,B007,"2026-01-06 09:00:00",1710.000,2025.000,20.000,9,2,Ahmedabad,Gujarat,NULL,-81.565,-99.343,17.777,0.47709,0.55754,0,0.47709,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9139,B007,"2026-01-07 09:00:00",1710.000,2025.000,20.000,9,3,Ahmedabad,Gujarat,NULL,-77.220,-100.087,22.867,0.40917,0.36710,0,0.40917,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9140,B007,"2026-01-08 09:00:00",1710.000,2025.000,20.000,9,4,Ahmedabad,Gujarat,NULL,-79.629,-100.661,21.032,0.46064,0.28592,0,0.46064,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9141,B007,"2026-01-09 09:00:00",1710.000,2025.000,20.000,9,5,Ahmedabad,Gujarat,NULL,-74.893,-99.556,24.663,0.48006,0.41625,0,0.48006,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9142,B007,"2026-01-10 09:00:00",1710.000,2025.000,20.000,9,6,Ahmedabad,Gujarat,NULL,-78.073,-102.690,24.617,0.42095,0.37324,0,0.42095,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9143,B007,"2026-01-04 10:00:00",1710.000,2025.000,20.000,10,0,Ahmedabad,Gujarat,NULL,-77.171,-100.705,23.534,0.45358,0.57336,0,0.45358,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9144,B007,"2026-01-05 10:00:00",1710.000,2025.000,20.000,10,1,Ahmedabad,Gujarat,NULL,-79.497,-101.479,21.982,0.55952,0.37294,0,0.55952,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9145,B007,"2026-01-06 10:00:00",1710.000,2025.000,20.000,10,2,Ahmedabad,Gujarat,NULL,-78.515,-97.163,18.648,0.32932,0.34835,0,0.32932,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9146,B007,"2026-01-07 10:00:00",1710.000,2025.000,20.000,10,3,Ahmedabad,Gujarat,NULL,-76.045,-103.366,27.321,0.47291,0.57155,0,0.47291,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9147,B007,"2026-01-08 10:00:00",1710.000,2025.000,20.000,10,4,Ahmedabad,Gujarat,NULL,-79.893,-102.802,22.909,0.50615,0.37742,0,0.50615,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9148,B007,"2026-01-09 10:00:00",1710.000,2025.000,20.000,10,5,Ahmedabad,Gujarat,NULL,-70.408,-100.962,30.554,0.53845,0.31906,0,0.53845,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9149,B007,"2026-01-10 10:00:00",1710.000,2025.000,20.000,10,6,Ahmedabad,Gujarat,NULL,-79.809,-106.505,26.696,0.50977,0.47445,0,0.50977,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9150,B007,"2026-01-04 11:00:00",1710.000,2025.000,20.000,11,0,Ahmedabad,Gujarat,NULL,-76.508,-102.644,26.136,0.52821,0.57516,0,0.52821,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9151,B007,"2026-01-05 11:00:00",1710.000,2025.000,20.000,11,1,Ahmedabad,Gujarat,NULL,-80.461,-107.251,26.790,0.51403,0.62891,0,0.51403,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9152,B007,"2026-01-06 11:00:00",1710.000,2025.000,20.000,11,2,Ahmedabad,Gujarat,NULL,-78.366,-106.120,27.754,0.48504,0.43073,0,0.48504,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9153,B007,"2026-01-07 11:00:00",1710.000,2025.000,20.000,11,3,Ahmedabad,Gujarat,NULL,-77.517,-103.452,25.935,0.44713,0.56323,0,0.44713,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9154,B007,"2026-01-08 11:00:00",1710.000,2025.000,20.000,11,4,Ahmedabad,Gujarat,NULL,-81.150,-104.778,23.628,0.59032,0.44404,0,0.59032,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9155,B007,"2026-01-09 11:00:00",1710.000,2025.000,20.000,11,5,Ahmedabad,Gujarat,NULL,-83.386,-102.738,19.352,0.38742,0.37736,0,0.38742,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9156,B007,"2026-01-10 11:00:00",1710.000,2025.000,20.000,11,6,Ahmedabad,Gujarat,NULL,-83.125,-99.683,16.558,0.40596,0.31420,0,0.40596,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9157,B007,"2026-01-04 12:00:00",1710.000,2025.000,20.000,12,0,Ahmedabad,Gujarat,NULL,-85.614,-100.824,15.210,0.29867,0.14561,0,0.29867,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9158,B007,"2026-01-05 12:00:00",1710.000,2025.000,20.000,12,1,Ahmedabad,Gujarat,NULL,-75.604,-99.168,23.564,0.41097,0.35707,0,0.41097,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9159,B007,"2026-01-06 12:00:00",1710.000,2025.000,20.000,12,2,Ahmedabad,Gujarat,NULL,-78.433,-103.523,25.090,0.48726,0.35467,0,0.48726,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9160,B007,"2026-01-07 12:00:00",1710.000,2025.000,20.000,12,3,Ahmedabad,Gujarat,NULL,-76.399,-101.600,25.201,0.53477,0.60595,0,0.53477,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9161,B007,"2026-01-08 12:00:00",1710.000,2025.000,20.000,12,4,Ahmedabad,Gujarat,NULL,-76.359,-103.536,27.177,0.52205,0.52838,0,0.52205,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9162,B007,"2026-01-09 12:00:00",1710.000,2025.000,20.000,12,5,Ahmedabad,Gujarat,NULL,-75.100,-97.676,22.576,0.50356,0.46963,0,0.50356,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9163,B007,"2026-01-10 12:00:00",1710.000,2025.000,20.000,12,6,Ahmedabad,Gujarat,NULL,-73.684,-97.790,24.105,0.46021,0.36454,0,0.46021,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9164,B007,"2026-01-04 13:00:00",1710.000,2025.000,20.000,13,0,Ahmedabad,Gujarat,NULL,-79.146,-99.787,20.641,0.44893,0.28845,0,0.44893,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9165,B007,"2026-01-05 13:00:00",1710.000,2025.000,20.000,13,1,Ahmedabad,Gujarat,NULL,-73.482,-102.176,28.694,0.58543,0.59970,0,0.58543,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9166,B007,"2026-01-06 13:00:00",1710.000,2025.000,20.000,13,2,Ahmedabad,Gujarat,NULL,-79.558,-99.159,19.601,0.42105,0.45957,0,0.42105,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9167,B007,"2026-01-07 13:00:00",1710.000,2025.000,20.000,13,3,Ahmedabad,Gujarat,NULL,-71.728,-100.639,28.911,0.56446,0.48102,0,0.56446,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9168,B007,"2026-01-08 13:00:00",1710.000,2025.000,20.000,13,4,Ahmedabad,Gujarat,NULL,-79.204,-102.520,23.316,0.46184,0.49556,0,0.46184,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9169,B007,"2026-01-09 13:00:00",1710.000,2025.000,20.000,13,5,Ahmedabad,Gujarat,NULL,-80.851,-104.571,23.719,0.53951,0.55391,0,0.53951,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9170,B007,"2026-01-10 13:00:00",1710.000,2025.000,20.000,13,6,Ahmedabad,Gujarat,NULL,-71.777,-100.795,29.017,0.66608,0.55625,0,0.66608,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9171,B007,"2026-01-04 14:00:00",1710.000,2025.000,20.000,14,0,Ahmedabad,Gujarat,NULL,-89.408,-105.703,16.295,0.44034,0.35927,0,0.44034,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9172,B007,"2026-01-05 14:00:00",1710.000,2025.000,20.000,14,1,Ahmedabad,Gujarat,NULL,-69.753,-96.847,27.094,0.57086,0.41921,0,0.57086,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9173,B007,"2026-01-06 14:00:00",1710.000,2025.000,20.000,14,2,Ahmedabad,Gujarat,NULL,-74.900,-98.150,23.250,0.58501,0.48431,0,0.58501,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9174,B007,"2026-01-07 14:00:00",1710.000,2025.000,20.000,14,3,Ahmedabad,Gujarat,NULL,-81.446,-98.246,16.800,0.39547,0.51714,0,0.39547,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9175,B007,"2026-01-08 14:00:00",1710.000,2025.000,20.000,14,4,Ahmedabad,Gujarat,NULL,-77.934,-103.701,25.767,0.46490,0.39346,0,0.46490,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9176,B007,"2026-01-09 14:00:00",1710.000,2025.000,20.000,14,5,Ahmedabad,Gujarat,NULL,-88.798,-106.182,17.384,0.38993,0.37406,0,0.38993,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9177,B007,"2026-01-10 14:00:00",1710.000,2025.000,20.000,14,6,Ahmedabad,Gujarat,NULL,-83.778,-103.965,20.188,0.43235,0.41383,0,0.43235,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9178,B007,"2026-01-04 15:00:00",1710.000,2025.000,20.000,15,0,Ahmedabad,Gujarat,NULL,-71.430,-102.145,30.716,0.46767,0.43673,0,0.46767,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9179,B007,"2026-01-05 15:00:00",1710.000,2025.000,20.000,15,1,Ahmedabad,Gujarat,NULL,-72.725,-102.049,29.325,0.67088,0.53093,0,0.67088,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9180,B007,"2026-01-06 15:00:00",1710.000,2025.000,20.000,15,2,Ahmedabad,Gujarat,NULL,-87.712,-103.676,15.964,0.34338,0.35329,0,0.34338,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9181,B007,"2026-01-07 15:00:00",1710.000,2025.000,20.000,15,3,Ahmedabad,Gujarat,NULL,-74.913,-96.564,21.650,0.43918,0.42015,0,0.43918,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9182,B007,"2026-01-08 15:00:00",1710.000,2025.000,20.000,15,4,Ahmedabad,Gujarat,NULL,-83.583,-104.811,21.227,0.46154,0.36302,0,0.46154,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9183,B007,"2026-01-09 15:00:00",1710.000,2025.000,20.000,15,5,Ahmedabad,Gujarat,NULL,-75.993,-101.991,25.998,0.46384,0.36391,0,0.46384,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9184,B007,"2026-01-10 15:00:00",1710.000,2025.000,20.000,15,6,Ahmedabad,Gujarat,NULL,-87.123,-104.366,17.243,0.42905,0.31808,0,0.42905,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9185,B007,"2026-01-04 16:00:00",1710.000,2025.000,20.000,16,0,Ahmedabad,Gujarat,NULL,-73.410,-99.064,25.654,0.49483,0.46807,0,0.49483,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9186,B007,"2026-01-05 16:00:00",1710.000,2025.000,20.000,16,1,Ahmedabad,Gujarat,NULL,-85.641,-102.842,17.201,0.38197,0.34319,0,0.38197,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9187,B007,"2026-01-06 16:00:00",1710.000,2025.000,20.000,16,2,Ahmedabad,Gujarat,NULL,-76.910,-99.690,22.780,0.52381,0.40127,0,0.52381,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9188,B007,"2026-01-07 16:00:00",1710.000,2025.000,20.000,16,3,Ahmedabad,Gujarat,NULL,-74.860,-96.872,22.011,0.42048,0.54006,0,0.42048,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9189,B007,"2026-01-08 16:00:00",1710.000,2025.000,20.000,16,4,Ahmedabad,Gujarat,NULL,-81.820,-100.546,18.726,0.39189,0.40612,0,0.39189,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9190,B007,"2026-01-09 16:00:00",1710.000,2025.000,20.000,16,5,Ahmedabad,Gujarat,NULL,-76.311,-102.961,26.650,0.54781,0.44027,0,0.54781,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9191,B007,"2026-01-10 16:00:00",1710.000,2025.000,20.000,16,6,Ahmedabad,Gujarat,NULL,-78.269,-104.875,26.605,0.53124,0.44172,0,0.53124,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9192,B007,"2026-01-04 17:00:00",1710.000,2025.000,20.000,17,0,Ahmedabad,Gujarat,NULL,-71.484,-98.253,26.769,0.61984,0.56476,0,0.61984,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9193,B007,"2026-01-05 17:00:00",1710.000,2025.000,20.000,17,1,Ahmedabad,Gujarat,NULL,-76.696,-101.839,25.143,0.45257,0.35247,0,0.45257,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9194,B007,"2026-01-06 17:00:00",1710.000,2025.000,20.000,17,2,Ahmedabad,Gujarat,NULL,-77.156,-99.895,22.739,0.48554,0.47860,0,0.48554,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9195,B007,"2026-01-07 17:00:00",1710.000,2025.000,20.000,17,3,Ahmedabad,Gujarat,NULL,-78.211,-102.194,23.984,0.49253,0.43629,0,0.49253,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9196,B007,"2026-01-08 17:00:00",1710.000,2025.000,20.000,17,4,Ahmedabad,Gujarat,NULL,-77.613,-101.302,23.689,0.38483,0.38522,0,0.38483,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9197,B007,"2026-01-09 17:00:00",1710.000,2025.000,20.000,17,5,Ahmedabad,Gujarat,NULL,-77.978,-103.740,25.762,0.53586,0.49557,0,0.53586,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9198,B007,"2026-01-10 17:00:00",1710.000,2025.000,20.000,17,6,Ahmedabad,Gujarat,NULL,-86.318,-99.376,13.058,0.40272,0.44830,0,0.40272,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9199,B007,"2026-01-04 18:00:00",1710.000,2025.000,20.000,18,0,Ahmedabad,Gujarat,NULL,-82.929,-101.758,18.829,0.48937,0.41130,0,0.48937,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9200,B007,"2026-01-05 18:00:00",1710.000,2025.000,20.000,18,1,Ahmedabad,Gujarat,NULL,-80.350,-100.873,20.523,0.48585,0.40583,0,0.48585,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9201,B007,"2026-01-06 18:00:00",1710.000,2025.000,20.000,18,2,Ahmedabad,Gujarat,NULL,-72.908,-95.444,22.536,0.44285,0.49289,0,0.44285,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9202,B007,"2026-01-07 18:00:00",1710.000,2025.000,20.000,18,3,Ahmedabad,Gujarat,NULL,-77.475,-99.410,21.935,0.52108,0.44537,0,0.52108,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9203,B007,"2026-01-08 18:00:00",1710.000,2025.000,20.000,18,4,Ahmedabad,Gujarat,NULL,-79.223,-101.353,22.130,0.44379,0.28721,0,0.44379,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9204,B007,"2026-01-09 18:00:00",1710.000,2025.000,20.000,18,5,Ahmedabad,Gujarat,NULL,-79.109,-99.003,19.894,0.40191,0.41157,0,0.40191,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9205,B007,"2026-01-10 18:00:00",1710.000,2025.000,20.000,18,6,Ahmedabad,Gujarat,NULL,-81.978,-99.693,17.715,0.53494,0.42330,0,0.53494,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9206,B007,"2026-01-04 19:00:00",1710.000,2025.000,20.000,19,0,Ahmedabad,Gujarat,NULL,-80.174,-97.582,17.408,0.36913,0.31279,0,0.36913,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9207,B007,"2026-01-05 19:00:00",1710.000,2025.000,20.000,19,1,Ahmedabad,Gujarat,NULL,-83.035,-102.911,19.876,0.42560,0.37671,0,0.42560,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9208,B007,"2026-01-06 19:00:00",1710.000,2025.000,20.000,19,2,Ahmedabad,Gujarat,NULL,-86.188,-101.623,15.436,0.30094,0.32175,0,0.30094,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9209,B007,"2026-01-07 19:00:00",1710.000,2025.000,20.000,19,3,Ahmedabad,Gujarat,NULL,-82.787,-102.784,19.997,0.36188,0.41830,0,0.36188,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9210,B007,"2026-01-08 19:00:00",1710.000,2025.000,20.000,19,4,Ahmedabad,Gujarat,NULL,-82.284,-101.332,19.048,0.31546,0.30717,0,0.31546,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9211,B007,"2026-01-09 19:00:00",1710.000,2025.000,20.000,19,5,Ahmedabad,Gujarat,NULL,-79.367,-104.721,25.355,0.40081,0.32162,0,0.40081,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9212,B007,"2026-01-10 19:00:00",1710.000,2025.000,20.000,19,6,Ahmedabad,Gujarat,NULL,-87.125,-104.443,17.318,0.37907,0.44301,0,0.37907,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9213,B007,"2026-01-04 20:00:00",1710.000,2025.000,20.000,20,0,Ahmedabad,Gujarat,NULL,-87.320,-106.237,18.918,0.31362,0.45124,0,0.31362,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9214,B007,"2026-01-05 20:00:00",1710.000,2025.000,20.000,20,1,Ahmedabad,Gujarat,NULL,-81.034,-102.661,21.627,0.38787,0.19609,0,0.38787,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9215,B007,"2026-01-06 20:00:00",1710.000,2025.000,20.000,20,2,Ahmedabad,Gujarat,NULL,-82.769,-101.648,18.880,0.37508,0.49155,0,0.37508,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9216,B007,"2026-01-07 20:00:00",1710.000,2025.000,20.000,20,3,Ahmedabad,Gujarat,NULL,-85.272,-101.074,15.802,0.31668,0.30541,0,0.31668,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
9217,B007,"2026-01-08 20:00:00",1710.000,2025.000,20.000,20,4,Ahmedabad,Gujarat,NULL,-82.387,-99.094,16.708,0.34013,0.31303,0,0.34013,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
