record_id,band_id,start_frequency_mhz,end_frequency_mhz,service_type,state,city,hour,day_of_week,bandwidth_mhz,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,assignment_status,occupancy_status,target_available,data_type
24847,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,21,3,20.0,-75.4,-99.576,24.176,0.50909,0.3918,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24848,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,21,4,20.0,-79.871,-101.958,22.087,0.45508,0.21542,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24849,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,21,5,20.0,-82.682,-104.343,21.662,0.3621,0.4665,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24850,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,21,6,20.0,-88.259,-104.551,16.292,0.30914,0.40857,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24851,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,0,20.0,-80.115,-101.443,21.327,0.39687,0.24138,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24852,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,1,20.0,-75.964,-98.489,22.524,0.46097,0.39103,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24853,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,2,20.0,-76.866,-101.501,24.634,0.38517,0.30795,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24854,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,3,20.0,-76.129,-102.065,25.936,0.55071,0.58769,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24855,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,4,20.0,-77.431,-102.065,24.634,0.38749,0.45366,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24856,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,5,20.0,-78.231,-99.642,21.411,0.37573,0.29625,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24857,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,22,6,20.0,-77.076,-102.436,25.36,0.4297,0.45184,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24858,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,0,20.0,-77.732,-101.424,23.692,0.48097,0.37144,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24859,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,1,20.0,-78.149,-104.071,25.921,0.4933,0.42415,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24860,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,2,20.0,-82.476,-102.964,20.489,0.49436,0.42123,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24861,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,3,20.0,-86.778,-108.703,21.925,0.47908,0.41968,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24862,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,4,20.0,-73.246,-97.041,23.795,0.45343,0.35974,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24863,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,5,20.0,-79.64,-102.071,22.431,0.43552,0.47193,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24864,B019,42500,43500,IMT candidate,Tamil Nadu,Chennai,23,6,20.0,-71.568,-99.665,28.097,0.37198,0.32939,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24865,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,0,20.0,-85.12,-105.339,20.219,0.43153,0.38596,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24866,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,1,20.0,-82.632,-100.942,18.31,0.35238,0.35029,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24867,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,2,20.0,-79.417,-103.779,24.363,0.41304,0.36649,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24868,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,3,20.0,-82.334,-102.489,20.154,0.42809,0.48733,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24869,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,4,20.0,-76.152,-102.441,26.289,0.39778,0.52632,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24870,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,5,20.0,-88.776,-101.92,13.144,0.28363,0.17374,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24871,B019,42500,43500,IMT candidate,Telangana,Hyderabad,0,6,20.0,-89.078,-102.241,13.163,0.20658,0.34407,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24872,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,0,20.0,-90.55,-103.199,12.649,0.29877,0.23196,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24873,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,1,20.0,-78.548,-100.74,22.192,0.28192,0.2769,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24874,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,2,20.0,-76.574,-101.87,25.296,0.43703,0.29493,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24875,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,3,20.0,-84.398,-104.594,20.196,0.43092,0.41839,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24876,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,4,20.0,-82.424,-105.903,23.479,0.41099,0.49781,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24877,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,5,20.0,-78.401,-98.788,20.387,0.36064,0.38143,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24878,B019,42500,43500,IMT candidate,Telangana,Hyderabad,1,6,20.0,-83.431,-100.575,17.144,0.3852,0.58995,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24879,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,0,20.0,-77.791,-107.266,29.475,0.60394,0.56951,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24880,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,1,20.0,-91.208,-104.368,13.159,0.21643,0.17991,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24881,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,2,20.0,-79.842,-102.354,22.512,0.36393,0.34646,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24882,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,3,20.0,-78.611,-101.536,22.924,0.42779,0.40543,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24883,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,4,20.0,-77.325,-99.081,21.755,0.34548,0.3941,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24884,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,5,20.0,-85.523,-104.715,19.192,0.31981,0.16424,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24885,B019,42500,43500,IMT candidate,Telangana,Hyderabad,2,6,20.0,-80.332,-100.562,20.229,0.36881,0.37074,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24886,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,0,20.0,-81.959,-101.262,19.303,0.40465,0.27903,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24887,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,1,20.0,-75.633,-100.578,24.945,0.36472,0.28805,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24888,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,2,20.0,-72.441,-96.087,23.646,0.38488,0.33274,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24889,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,3,20.0,-81.189,-101.75,20.561,0.32039,0.37769,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24890,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,4,20.0,-80.164,-101.582,21.418,0.44592,0.34704,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24891,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,5,20.0,-82.761,-101.108,18.347,0.28609,0.33929,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24892,B019,42500,43500,IMT candidate,Telangana,Hyderabad,3,6,20.0,-82.159,-100.137,17.979,0.2946,0.27327,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24893,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,0,20.0,-83.361,-102.691,19.33,0.33177,0.41967,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24894,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,1,20.0,-76.718,-99.613,22.895,0.40554,0.4442,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24895,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,2,20.0,-78.357,-98.042,19.685,0.27021,0.13829,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24896,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,3,20.0,-84.072,-103.473,19.401,0.32824,0.28392,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24897,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,4,20.0,-83.202,-100.579,17.377,0.30809,0.27495,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24898,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,5,20.0,-75.145,-99.425,24.28,0.43722,0.33667,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24899,B019,42500,43500,IMT candidate,Telangana,Hyderabad,4,6,20.0,-86.173,-105.202,19.029,0.26954,0.26516,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24900,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,0,20.0,-86.85,-106.84,19.991,0.28363,0.36986,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24901,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,1,20.0,-79.232,-105.647,26.415,0.43004,0.42433,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24902,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,2,20.0,-80.912,-99.153,18.242,0.2938,0.21983,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24903,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,3,20.0,-83.667,-104.874,21.207,0.46957,0.60266,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24904,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,4,20.0,-81.453,-100.106,18.653,0.37731,0.40164,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24905,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,5,20.0,-82.461,-97.574,15.112,0.28857,0.11774,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24906,B019,42500,43500,IMT candidate,Telangana,Hyderabad,5,6,20.0,-93.368,-107.259,13.891,0.23649,0.24259,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24907,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,0,20.0,-79.456,-100.907,21.451,0.43826,0.41463,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24908,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,1,20.0,-78.28,-97.277,18.997,0.38734,0.3127,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24909,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,2,20.0,-81.823,-101.906,20.082,0.23851,0.28161,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24910,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,3,20.0,-86.032,-102.723,16.691,0.29454,0.25603,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24911,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,4,20.0,-84.582,-98.445,13.863,0.20458,0.12516,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24912,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,5,20.0,-87.112,-104.649,17.538,0.28951,0.25746,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24913,B019,42500,43500,IMT candidate,Telangana,Hyderabad,6,6,20.0,-86.914,-104.13,17.216,0.1994,0.321,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24914,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,0,20.0,-86.986,-102.402,15.416,0.36514,0.33075,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24915,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,1,20.0,-86.934,-103.206,16.272,0.36362,0.16845,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24916,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,2,20.0,-79.126,-102.693,23.568,0.37976,0.33816,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24917,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,3,20.0,-84.866,-101.42,16.554,0.37192,0.42176,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24918,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,4,20.0,-88.847,-102.488,13.64,0.2554,0.29457,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24919,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,5,20.0,-84.29,-102.48,18.19,0.32785,0.25891,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24920,B019,42500,43500,IMT candidate,Telangana,Hyderabad,7,6,20.0,-86.204,-104.672,18.468,0.37271,0.25123,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24921,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,0,20.0,-84.0,-105.163,21.163,0.38615,0.4228,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24922,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,1,20.0,-79.442,-99.205,19.763,0.37531,0.47745,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24923,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,2,20.0,-75.021,-96.909,21.888,0.4347,0.33145,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24924,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,3,20.0,-82.846,-101.716,18.87,0.25979,0.21981,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24925,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,4,20.0,-79.421,-100.937,21.516,0.3976,0.47113,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24926,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,5,20.0,-81.885,-99.352,17.467,0.40605,0.29652,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24927,B019,42500,43500,IMT candidate,Telangana,Hyderabad,8,6,20.0,-80.414,-98.888,18.475,0.19823,0.30802,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
24928,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,0,20.0,-81.972,-101.572,19.6,0.50021,0.58634,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24929,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,1,20.0,-81.681,-97.304,15.622,0.40319,0.41446,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24930,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,2,20.0,-71.297,-100.903,29.606,0.65464,0.71119,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24931,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,3,20.0,-81.233,-102.774,21.541,0.48204,0.4689,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24932,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,4,20.0,-86.062,-100.214,14.152,0.3792,0.3901,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24933,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,5,20.0,-82.039,-104.319,22.281,0.45755,0.42482,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24934,B019,42500,43500,IMT candidate,Telangana,Hyderabad,9,6,20.0,-79.257,-102.215,22.958,0.46376,0.51059,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24935,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,0,20.0,-81.475,-103.346,21.871,0.51165,0.49321,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24936,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,1,20.0,-81.867,-104.829,22.961,0.34451,0.33112,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24937,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,2,20.0,-79.272,-100.524,21.252,0.47467,0.36364,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24938,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,3,20.0,-83.794,-102.684,18.89,0.43565,0.34785,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24939,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,4,20.0,-79.795,-101.638,21.842,0.48727,0.54276,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24940,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,5,20.0,-81.663,-102.264,20.601,0.52766,0.49526,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24941,B019,42500,43500,IMT candidate,Telangana,Hyderabad,10,6,20.0,-76.126,-98.968,22.843,0.40147,0.48544,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24942,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,0,20.0,-80.394,-103.037,22.642,0.49849,0.42389,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24943,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,1,20.0,-91.666,-106.482,14.816,0.32494,0.39582,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24944,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,2,20.0,-83.878,-102.724,18.845,0.41012,0.32495,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24945,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,3,20.0,-81.418,-105.298,23.88,0.48003,0.45086,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24946,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,4,20.0,-78.542,-104.179,25.637,0.55331,0.51586,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24947,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,5,20.0,-86.7,-103.98,17.28,0.31214,0.47187,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24948,B019,42500,43500,IMT candidate,Telangana,Hyderabad,11,6,20.0,-81.873,-106.621,24.748,0.59532,0.56386,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24949,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,0,20.0,-74.006,-99.247,25.24,0.5379,0.39373,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24950,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,1,20.0,-86.014,-102.082,16.068,0.45249,0.38059,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24951,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,2,20.0,-85.104,-105.367,20.263,0.53317,0.48059,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24952,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,3,20.0,-82.063,-98.628,16.565,0.41906,0.42911,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24953,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,4,20.0,-71.614,-97.292,25.678,0.47099,0.40783,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24954,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,5,20.0,-81.568,-102.011,20.443,0.41238,0.57241,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24955,B019,42500,43500,IMT candidate,Telangana,Hyderabad,12,6,20.0,-77.564,-100.565,23.001,0.49865,0.44874,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24956,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,0,20.0,-84.295,-102.259,17.965,0.45923,0.37897,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24957,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,1,20.0,-76.299,-100.607,24.308,0.50781,0.48055,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24958,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,2,20.0,-84.301,-101.594,17.293,0.42679,0.25142,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24959,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,3,20.0,-81.659,-98.856,17.197,0.50326,0.45217,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24960,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,4,20.0,-87.523,-105.55,18.026,0.46346,0.47725,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24961,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,5,20.0,-88.388,-106.787,18.399,0.33735,0.37274,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24962,B019,42500,43500,IMT candidate,Telangana,Hyderabad,13,6,20.0,-87.176,-109.349,22.173,0.47296,0.43067,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24963,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,0,20.0,-77.424,-101.234,23.809,0.44615,0.33803,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24964,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,1,20.0,-79.182,-101.838,22.656,0.57237,0.30283,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24965,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,2,20.0,-83.929,-104.061,20.132,0.52932,0.55877,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24966,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,3,20.0,-78.083,-99.85,21.767,0.49496,0.3885,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24967,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,4,20.0,-79.039,-102.869,23.83,0.52045,0.57767,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24968,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,5,20.0,-81.15,-104.727,23.576,0.54324,0.49133,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24969,B019,42500,43500,IMT candidate,Telangana,Hyderabad,14,6,20.0,-74.835,-95.513,20.679,0.48578,0.50652,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24970,B019,42500,43500,IMT candidate,Telangana,Hyderabad,15,0,20.0,-81.997,-100.365,18.368,0.39638,0.41765,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24971,B019,42500,43500,IMT candidate,Telangana,Hyderabad,15,1,20.0,-79.638,-102.894,23.256,0.45549,0.33547,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24972,B019,42500,43500,IMT candidate,Telangana,Hyderabad,15,2,20.0,-78.939,-103.976,25.037,0.51366,0.4983,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24973,B019,42500,43500,IMT candidate,Telangana,Hyderabad,15,3,20.0,-73.52,-101.451,27.931,0.50683,0.5317,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
24974,B019,42500,43500,IMT candidate,Telangana,Hyderabad,15,4,20.0,-76.716,-102.041,25.325,0.56357,0.48174,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
